EQUIPMENT,IMPORTANCE,ERR_CODE,DESCRIPTION,PROCESS_METHOD,RESET_AVAILABLE
GTR,중,5006, Job Data Error : Work Unable On This Stack,"DATA 이상, RETRY",X
GTR,중,5007, Job Data Error : Inactive This Stack,"DATA 이상, RETRY",X
GTR,중,5008, Job Data Error : Abnormal Picking Data,"DATA 이상, RETRY",X
GTR,중,5009, Job Data Error : Abnormal Dropping Data,"DATA 이상, RETRY",X
GTR,중,5010, Job Data Error : Abnormal Tire Data,"DATA 이상, RETRY",X
GTR,중,5011, Job Data Error : Destination Error(Over Limit Or Below Limit),"DATA 이상, RETRY",X
GTR,중,5012, Job Data Error : Site Or Stack Count Setting Error ,"DATA 이상, RETRY",X
CNV,상,1,Conveyor card tire ,,
CNV,상,2,Isolation and disconnection ,,
CNV,하,3,Circuit breaker protection ,,
CNV,하,4,Post isolation disconnection ,,
CNV,하,5,Rear circuit breaker protection ,,
CNV,하,6,Display abnormalities ,,
CNV,하,7,Occupying space and continuous pregnancy ,,
CNV,하,8,Removing and dismantling lost tires ,,
CNV,하,9,Abnormal tire holding ,,
CNV,하,10,Detecting timeout ,,
CNV,하,11,Frequency conversion fault ,,
CNV,하,12,Alignment timeout,,
CNV,하,21,Run timeout ,,
CNV,하,22,Rise timeout ,,
CNV,하,23,Decline timeout ,,
CNV,하,24,Isolation exception ,,
CNV,하,25,Empty opening exception ,,
CNV,하,26,Positioning timeout ,,
CNV,하,27,Detecting anomalies ,,
CNV,하,28,Waiting for timeout ,,
CNV,하,29,Exceeding the limit abnormality ,,
CNV,하,30,Alignment anomaly ,,
CNV,하,31,Compare anomalies ,,
CNV,하,32,Emergency stop malfunction ,,
CNV,하,33,direct limit ,,
CNV,하,34,Reverse limit ,,
CNV,하,35,Frequency conversion fault,,
CNV,하,40,Front end exceeds ,,
CNV,하,41,Backend exceeds ,,
CNV,하,42,Left side exceeds ,,
CNV,하,43,Right side exceeds ,,
CNV,하,44,The top surface exceeds ,,
CNV,하,45,Beyond before and after ,,
CNV,하,46,Left and right exceeding ,,
CNV,하,47,Front left exceeding ,,
CNV,하,48,Front right exceeding ,,
CNV,하,49,Front height exceeds ,,
CNV,하,50,Beyond the back left ,,
CNV,하,51,Beyond the back right ,,
CNV,하,52,Rear height exceeds ,,
CNV,하,53,Left height exceeds ,,
CNV,하,54,Right height exceeds ,,
CNV,하,55,"Forward, backward, left, and beyond ",,
CNV,하,56,"Beyond the front, back, and right sides ",,
CNV,하,57,Front and back height exceeding ,,
CNV,하,58,Beyond the back left and right ,,
CNV,하,59,Rear left height exceeds ,,
CNV,하,60,Rear right height exceeds ,,
CNV,하,61,Left and right height exceeding ,,
CNV,하,62,"Beyond the front, back, left, and right ",,
CNV,하,63,Front back left height exceeds ,,
CNV,하,64,Front back right height exceeds ,,
CNV,하,65,"The height of the back, left, and right exceeds ",,
CNV,하,66,"Exceeding the height in front, back, left, and right directions",,
CNV,하,71,Left fork extension timeout ,,
CNV,하,72,Left fork retraction timeout ,,
CNV,하,73,Right fork extension timeout ,,
CNV,하,74,Right fork retraction timeout ,,
CNV,하,75,Rise timeout ,,
CNV,하,76,Decline timeout ,,
CNV,하,77,data exception ,,
CNV,하,78,Detecting anomalies ,,
CNV,하,79,Abnormal pre occupation ,,
CNV,하,80,Abnormal posterior occupation ,,
CNV,하,81,Alignment anomaly ,,
CNV,하,82,Emergency stop malfunction ,,
CNV,하,83,Upper limit limit ,,
CNV,하,84,Lower limit limit ,,
CNV,하,85,Ultra high anomaly,,
CNV,하,91,2D gantry emergency stop ,,
CNV,하,92,X-axis servo alarm ,,
CNV,하,93,Z-axis servo alarm ,,
CNV,하,94,Gripper servo alarm ,,
CNV,하,95,Servo not returning to zero alarm ,,
CNV,하,96,Timeout alarm ,,
CNV,하,97,Task data error,,
STC,하,5,MODE CHANGED IN MACHINE OPERATION,동작 완료 전 수동/자동 변경됨,O
STC,중,302,TRAVEL 1 LASER DATA ERROR,"센서 측정 이상, RETRY",O
STC,상,323,TRAVEL1 INVERTER COMMUCATION ERROR,통신 RETRY,O
STC,중,325,TRAVEL1 SPEED FOLLOWING ERROR,RETRY,O
STC,중,340,TRAVEL1 IN OUT OF CONTROL (MANUAL),주행이 위치값 벗어남,X
STC,중,352,TRAVEL 2 LASER DATA ERROR,"센서 측정 이상, RETRY",O
STC,중,375,TRAVEL 2 SPEED FOLLOWING ERROR,RETRY,O
STC,중,390,TRAVEL2 IN OUT OF CONTROL (MANUAL),주행이 위치값 벗어남,X
STC,상,423,HOIST 1 INVERTER COMMUCATION ERROR,통신 RETRY,O
STC,중,425,HOIST 1 MOTOR SPEED FOLLOWING ERROR,인버터 출력만큼 모터 구동이 동작하지 않음,O
STC,중,440,HOIST 1 IN OUT OF CONTROL (MANUAL),승강이 위치값 벗어남,X
STC,중,475,HOIST 2 MOTOR SPEED FOLLOWING ERROR,인버터 출력만큼 모터 구동이 동작하지 않음,O
STC,중,490,HOIST 2 IN OUT OF CONTROL (MANUAL),승강이 위치값 벗어남,X
STC,상,506,FORK 1 LOAD HEIGHT OVER,포크 내 화물 정위치 센서 불량,X
STC,중,525,FORK1 MOTOR SPEED FOLLOWING ERROR,RETRY,O
STC,중,535,FORK1 LEFT RACK LOAD DETECTED (OFFLINE),언로딩 전 좌측랙 화물 감지,X
STC,중,536,FORK1 RIGHT RACK LOAD DETECTED (OFFLINE),언로딩 전 우측랙 화물 감지,X
STC,중,540,FORK1 IN OUT OF CONTROL (MANUAL),포크 위치값 이상,X
STC,상,541,FORK1 LEFT UPPER PLATE CONDITION ERROR,포크1 좌측 플레이트 상태 이상,X
STC,상,542,FORK1 RIGHT UPPER PLATE CONDITION ERROR,포크1 우측 플레이트 상태 이상,X
STC,중,575,FORK2 MOTOR SPEED FOLLOWING ERROR,인버터 출력만큼 모터 구동이 동작하지 않음,O
STC,중,585,FORK2 LEFT RACK LOAD DETECTED (OFFLINE),언로딩 전 좌측랙 화물 감지,X
STC,중,586,FORK2 RIGHT RACK LOAD DETECTED (OFFLINE),언로딩 전 우측랙 화물 감지,X
STC,상,590,FORK1 IN OUT OF CONTROL (MANUAL),포크 위치값 이상,X
STC,중,591,FORK1 LEFT UPPER PLATE CONDITION ERROR,포크1 좌측 플레이트 상태 이상,X
STC,중,592,FORK1 RIGHT UPPER PLATE CONDITION ERROR,포크1 우측 플레이트 상태 이상,X
STC,상,601,GP-MP COMMUNICATION ERROR,통신 RETRY,O
STC,중,674,FORK1 DESINATION RACK INHIBITED,목적지 사용 금지 설정. 설정변경,X
STC,중,675,FORK2 DESINATION RACK INHIBITED,목적지 사용 금지 설정. 설정변경,X
STC,중,676,AUTO MODE NOT RESTARTED AFTER ERROR,AUTO RUN 미실행,X
STC,상,680,HOIST BRAKE RESISTOR OVER TEMPERATURE ALARM,승강 브레이크 온도 초과 알람,X
STC,중,811,FORK 1 LOAD NOT DETECTED AFTER LOADING STEP,"공출고, AUTORECOVERY 가능",O
STC,중,812,FORK 2 LOAD NOT DETECTED AFTER LOADING STEP,"공출고, AUTORECOVERY 가능",O
STC,중,813,FORK1/FORK2 LOAD DETECTED AFTER UNLOADING STEP,언로딩 후 실물 감지됨. 화물 센서 점검,X
STC,중,814,FORK 1 LOAD DETECTED AFTER UNLOADING STEP,언로딩 후 실물 감지됨. 화물 센서 점검,X
STC,중,815,FORK 2 LOAD DETECTED AFTER UNLOADING STEP,언로딩 후 실물 감지됨. 화물 센서 점검,X
STC,중,816,FORK1/FORK2 LOAD DETECTED AFTER UNLOADING STEP,언로딩 후 실물 감지됨. 화물 센서 점검,X
STC,중,821,FORK 1 ONLINE JOB NUMBER DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,822,FORK 1 ONLINE JOB TYPE DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,823,FORK 1 ONLINE LOADING JOB LANE DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,824,FORK 1 ONLINE LOADING JOB BAY DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,825,FORK 1 ONLINE LOADING JOB LEVEL DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,826,FORK 1 ONLINE LOADING JOB INPUT DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,827,FORK 1 ONLINE UNLOADING JOB LANE DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,828,FORK 1 ONLINE UNLOADING JOB BAY DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,829,FORK 1 ONLINE UNLOADING JOB LEVEL DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,830,FORK 1 ONLINE UNLOADING JOB OUTPUT DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,831,FORK 2 ONLINE JOB NUMBER DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,832,FORK 2 ONLINE JOB TYPE DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,833,FORK 2 ONLINE LOADING JOB LANE DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,834,FORK 2 ONLINE LOADING JOB BAY DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,835,FORK 2 ONLINE LOADING JOB LEVEL DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,836,FORK 2 ONLINE LOADING JOB INPUT DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,837,FORK 2 ONLINE UNLOADING JOB LANE DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,838,FORK 2 ONLINE UNLOADING JOB BAY DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,839,FORK 2 ONLINE UNLOADING JOB LEVEL DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,840,FORK 2 ONLINE UNLOADING JOB OUTPUT DATA ERROR,"DATA ERROR, DATA 재요청",O
STC,중,851,FORK 1 DUPLICATION JOB ERROR (DOUBLE CELL),작업 중복 에러,△
STC,중,852,FORK 1 RIGHT DUPLICATION JOB ERROR,작업 중복 에러,△
STC,중,853,FORK 2 DUPLICATION JOB ERROR (DOUBLE CELL),작업 중복 에러,△
STC,중,854,FORK 2 RIGHT DUPLICATION JOB ERROR,작업 중복 에러,△
STC,중,855,FORK 1/2 DUPLICATION JOB ERROR (DOUBLE CELL),이중입고 센서 동작이상. 센서 점검필요,△
STC,중,856,NO RESPONSE FROM RCP (RESET DUPLICATION JOB ERROR),RCP에서 응답 없음,△
STC,중,858,FORK 1 OUTPUT DUPLICATION JOB ERROR (DOUBLE CELL),작업 중복 에러,X
STC,중,859,FORK 2 OUTPUT DUPLICATION JOB ERROR (DOUBLE CELL),작업 중복 에러,X
STC,중,861,FORK1/2 OUTPUT DUPLICATION JOB ERROR (DOUBLE CELL),작업 중복 에러,X
STC,중,861,FORK 1 JOB CONDITION ERROR,작업 조건 에러,X
STC,중,862,FORK 2 JOB CONDITION ERROR,작업 조건 에러,X
STC,중,863,FORK 1 DEST CELL PROHIBITED,목적지 사용 금지 설정. 설정변경,X
STC,중,864,FORK 2 DEST CELL PROHIBITED,목적지 사용 금지 설정. 설정변경,X
STC,중,865,FORK 1 LOADING INTERFERENCE,포크 로딩 문제,X
STC,중,871,ONLINE JOB DONE ACK TIME OVER ERROR,작업 완료 응답 시간 초과,O
STC,중,872,JOB COMMAND ERROR (SINGLE TYPE),작업 명령 에러,O
STC,중,873,TRAVEL DESTINATION VALUE ERROR,주행 목적지 값 에러,X
STC,중,874,HOIST DESTINATION VALUE ERROR,승강 목적지 값 에러,X
STC,중,881,SYNC COLLISION CHECK,싱크 충돌 확인,X
STC,중,882,SYNC SLAVE ERROR CONDITION,싱크 슬레이브 조건 에러,X
STC,중,883,SYNC SLAVE AUTORUN ERROR,싱크 슬레이브 자동가동 에러,X
STC,중,884,SYNC SLAVE DODGE ERROR,싱크 슬레이브 회피 에러,X
STC,중,1001,GP PANEL EMERGENCY STOP,지상반 판넬 비상 정지,X
STC,상,1002,FRONT SAFETY DOOR EMERGENCY STOP,전면 안전문 비상 정지,X
STC,상,1003,REAR  SAFETY DOOR EMERGENCY STOP,후면 안전문 비상 정지,X
STC,상,1004,FRONT SAFETY DOOR OPENED,전면 안전문 열림,X
STC,상,1005,REAR SAFETY DOOR OPENED,후면 안전문 열림,X
STC,상,1010,122CP4_DO POWER_CP TRIP,CP 에러,X
STC,상,1011,122CP5_HUB POWER_CP TRIP,CP 에러,X
STC,상,1012,123CP1_AP POWER_CP TRIP,CP 에러,X
STC,상,1013,123CP2_HMI POWER_CP TRIP,CP 에러,X
